Entity,Code,Year,Solar (% growth),Coal (% growth),Gas (% growth),Nuclear (% growth),Oil (% growth),Wind (% growth),Hydro (% growth),Other renewables (% growth)
Oman,OMN,1993,,,-4.031,,-4.41,,,
Oman,OMN,1994,,,4.707,,-12.491,,,
Oman,OMN,2004,,,-9.501,,-2.318,,,
Oman,OMN,1966,,,,,4.315,,,
Oman,OMN,1967,,,,,4.339,,,
Oman,OMN,1968,,,,,4.568,,,
Oman,OMN,1969,,,,,4.168,,,
Oman,OMN,1970,,,,,4.584,,,
Oman,OMN,1971,,,,,135.792,,,
Oman,OMN,1972,,,,,14.257,,,
Oman,OMN,1973,,,,,-13.018,,,
Oman,OMN,1974,,,,,-8.117,,,
Oman,OMN,1975,,,,,-8.658,,,
Oman,OMN,1976,,,,,15.124,,,
Oman,OMN,1977,,,,,-3.663,,,
Oman,OMN,1978,,,,,-4.858,,,
Pakistan,PAK,2008,679.285,10.279,2.389,-25.104,1.493,,-14.235,
Pakistan,PAK,2009,234.288,-17.759,0.272,44.723,6.702,,4.496,
Pakistan,PAK,2010,150.481,-6.033,1.864,-0.686,-0.931,,3.066,
Pakistan,PAK,2011,98.588,-13.804,-0.025,54.101,0.677,,2.006,
Pakistan,PAK,2012,143.818,1.398,3.559,-31.526,-3.095,,-65.087,
Pakistan,PAK,2013,118.587,-20.774,-2.764,158.6,9.616,,359.285,
Pakistan,PAK,2014,63.421,47.534,-1.683,-38.719,3.418,100.805,-35.4,
Pakistan,PAK,2015,53.594,-1.625,4.423,0.988,8.985,-2.578,0.94,
Pakistan,PAK,2016,78.22,14.823,5.793,21.41,11.868,78.201,5,38.027
Pakistan,PAK,2017,34.117,33.804,5.405,44.892,3.237,48.236,-12.035,27.226
Pakistan,PAK,2018,14.097,65.468,6.991,23.668,-16.625,48.494,-5.495,0.3
Pakistan,PAK,2019,13.269,11.198,4.764,-3.188,-11.441,51.699,21.84,-5.546
Pakistan,PAK,1966,,-15.591,13.002,,2.663,,0,
Pakistan,PAK,1967,,-3.952,16.658,,11.777,,18.511,
Pakistan,PAK,1968,,10.107,12.221,,13.895,,20.204,
Pakistan,PAK,1969,,-9.992,23.194,,-6.212,,5.508,
Pakistan,PAK,1970,,-16.697,8.111,,-1.069,,-11.513,
Pakistan,PAK,1971,,-20.802,-0.287,,-5.963,,30.56,
Pakistan,PAK,1972,,-19.836,-7.323,318.182,-17.464,,5.214,
Pakistan,PAK,1973,,-0.683,13.909,86.957,2.493,,5.507,
Pakistan,PAK,1974,,-8.419,10.63,39.535,7.74,,0.522,
Pakistan,PAK,1975,,-3.002,12.343,15,3.839,,15.057,
Pakistan,PAK,1976,,-0.967,1.974,-15.217,0.03,,8.574,
Pakistan,PAK,1977,,8.789,9.247,-36.752,5.274,,18.786,
Pakistan,PAK,1978,,6.463,2.756,-48.649,5.509,,24.143,
Pakistan,PAK,1979,,11.467,12.644,-68.421,6.828,,8.117,
Pakistan,PAK,1980,,6.505,22.109,50,4.447,,4.849,
Pakistan,PAK,1981,,13.494,9.053,111.111,6.13,,4.426,
Pakistan,PAK,1982,,13.392,9.068,21.053,10.036,,12.524,
Pakistan,PAK,1983,,13.466,-1.405,34.783,10.197,,15.827,
Pakistan,PAK,1984,,13.424,2.613,20.968,8.437,,3.654,
Pakistan,PAK,1985,,13.465,2.083,17.333,6.73,,3.877,
Pakistan,PAK,1986,,13.454,7.256,35.227,7.774,,-4.377,
Pakistan,PAK,1987,,13.524,7.082,-42.017,9.564,,31.476,
Pakistan,PAK,1988,,4.577,6.022,-36.232,7.709,,4.831,
Pakistan,PAK,1989,,9.54,6.611,-38.636,7.175,,1.622,
Pakistan,PAK,1990,,5.994,6.812,251.852,4.577,,-2.052,
Pakistan,PAK,1991,,-1.015,8.013,0,5.268,,7.01,
Pakistan,PAK,1992,,2.686,-1.893,31.579,9.295,,9.089,
Pakistan,PAK,1993,,4.993,15.123,-26.4,9.012,,9.971,
Pakistan,PAK,1994,,-0.725,1.944,44.565,7.199,,-1.854,
Pakistan,PAK,1995,,0.821,2.564,-11.278,8.401,,5.666,
Pakistan,PAK,1996,,1.357,8.654,-37.288,5.169,,9.015,
Pakistan,PAK,1997,,-6.518,-0.295,37.838,3.068,,-25.61,
Pakistan,PAK,1998,,0.096,5.325,-12.745,3.397,,30.69,
Pakistan,PAK,1999,,0.048,14.045,-79.775,3.634,,-10.797,
Pakistan,PAK,2000,,-3.29,5.911,1088.889,3.272,,-18.352,
Pakistan,PAK,2001,,3.797,5.581,119.129,-1.955,,3.502,-6.503
Pakistan,PAK,2002,,12.114,8.414,-9.697,-2.526,,10.901,9.46
Pakistan,PAK,2003,,27.029,24.337,-0.178,-11.237,,19.7,7.663
Pakistan,PAK,2004,,11.707,20.063,25.98,1.119,,5.901,2.732
Pakistan,PAK,2005,,11.193,6.303,4.423,-4.945,,16.362,-100
Pakistan,PAK,2006,,6.573,2.175,-0.82,14.867,,-2.081,
Pakistan,PAK,2007,,36.861,1.443,-9.062,8.796,,4.066,
Peru,PER,2013,227.829,0.854,-2.319,,5.146,-0.603,0.696,42.847
Peru,PER,2014,0.613,-1.245,10.876,,-1.741,21229.922,-1.084,33.674
Peru,PER,2015,14.844,-6.794,2.846,,10.318,129.451,6.012,-30.163
Peru,PER,2016,4.401,20.859,11.123,,5.21,76.299,-0.008,-29.526
Peru,PER,2017,18.068,-11.169,-11.79,,-1.581,1.234,21.31,59.49
Peru,PER,2018,158.022,-11.376,6.812,,3.389,39.147,5.101,19.942
Peru,PER,2019,1.813,-32.551,3.72,,1.741,9.162,2.382,29.218
Peru,PER,1966,,26.136,4.474,,25.329,,7.695,
Peru,PER,1967,,12.613,-6.549,,0.79,,12.062,
Peru,PER,1968,,-0.8,11.321,,0.393,,7.323,
Peru,PER,1969,,68.548,1.937,,-1.445,,8.853,
Peru,PER,1970,,1.435,-1.9,,5.01,,-4.458,
Peru,PER,1971,,40.247,19.37,,-1.015,,21.21,
Peru,PER,1972,,8.188,-3.854,,-14.406,,3.476,0
Peru,PER,1973,,14.376,-2.11,,18.43,,7.531,1.322
Peru,PER,1974,,6.633,3.017,,18.618,,9.373,15.652
Peru,PER,1975,,4.35,23.431,,1.242,,4.812,0
Peru,PER,1976,,-22.621,8.475,,0.867,,5.963,-7.895
Peru,PER,1977,,14.617,-0.703,,-0.332,,4.005,-1.224
Peru,PER,1978,,-14.758,4.485,,-1.267,,2.772,-11.157
Peru,PER,1979,,6.285,-7.53,,4.277,,8.253,-24.186
Peru,PER,1980,,5.205,7.492,,7.744,,4.58,-47.853
Peru,PER,1981,,1.397,14.848,,2.076,,14.066,-10.588
Peru,PER,1982,,13.195,4.947,,-2.491,,5.003,98.684
Peru,PER,1983,,-15.337,-34.129,,-11.791,,-3.442,-3.974
Peru,PER,1984,,-20.281,35.115,,3.262,,7.352,-2.069
Peru,PER,1985,,9.081,-22.034,,-2.037,,7.802,19.014
Peru,PER,1986,,35.83,6.069,,6.55,,7.227,-8.876
Peru,PER,1987,,12.889,-0.598,,7.788,,8.131,-11.688
Peru,PER,1988,,-1.637,-5.67,,-1.533,,-4.183,0
Peru,PER,1989,,11.052,-15.209,,-11.575,,0.806,6.618
Peru,PER,1990,,-27.872,-4.296,,-0.252,,-0.362,-6.207
Peru,PER,1991,,93.818,-6.173,,-7.292,,9.772,-2.206
Peru,PER,1992,,-2.135,-9.809,,4.658,,-15.689,0
Peru,PER,1993,,5.093,5.305,,4.206,,21.777,-18.045
Peru,PER,1994,,23.181,4.282,,8.746,,8.035,9.174
Peru,PER,1995,,5.055,-3.14,,13.374,,1.495,19.328
Peru,PER,1996,,4.812,1.496,,3.631,,2.984,-3.521
Peru,PER,1997,,4.085,-40.786,,3.163,50,-0.819,12.409
Peru,PER,1998,,9.63,69.71,,-3.41,-16.667,4.494,-18.182
Peru,PER,1999,,-9.308,0.489,,2.653,20,5.303,10.317
Peru,PER,2000,,55.341,-15.937,,-2.623,33.333,11.248,13.669
Peru,PER,2001,,-9.266,7.091,,-5.691,49.026,8.187,2.495
Peru,PER,2002,,36.939,19.459,,-0.946,-0.645,1.754,13.374
Peru,PER,2003,,7.314,18.326,,-5.528,-0.642,2.078,4.701
Peru,PER,2004,,8.129,64.436,,11.006,-0.636,-6.043,-22.436
Peru,PER,2005,,1.489,76.378,,-0.897,-0.633,1.928,126.011
Peru,PER,2006,,-14.917,17.033,,-5.167,-0.629,8.311,-0.629
Peru,PER,2007,,32.034,50.716,,5.319,-0.625,-0.856,19.079
Peru,PER,2008,,-10.833,26.957,,11.245,-0.621,-3.108,9.627
Peru,PER,2009,,-10.162,2.272,,2.636,-0.617,3.785,-0.617
Peru,PER,2010,,-1.93,62.212,,3.471,-0.613,0.127,45.407
Peru,PER,2011,,0.57,16.023,,15.775,-0.61,6.851,-0.314
Peru,PER,2012,,6.731,9.041,,-4.811,-0.606,1.582,-1.637
Philippines,PHL,2006,-9.865,9.406,-6.347,,-10.048,202.823,17.768,5.019
Philippines,PHL,2007,-5.464,7.57,19.893,,3.908,7.975,-14.382,-3.005
Philippines,PHL,2008,-1.001,17.593,5.27,,-4.305,5.468,14.223,4.322
Philippines,PHL,2009,-4.58,-4.567,0.698,,3.945,4.308,-1.172,-4.188
Philippines,PHL,2010,-0.454,15.842,-5.812,,4.578,-4.796,-20.761,-4.278
Philippines,PHL,2011,-3.939,10.076,7.969,,-5.473,42.045,23.515,0.4
Philippines,PHL,2012,8.251,4.637,-4.136,,3.476,-15.103,5.078,3.102
Philippines,PHL,2013,6.476,23.726,-7.891,,4.832,-13.379,-2.86,-6.474
Philippines,PHL,2014,1061.102,6.394,5.169,,6.134,130.206,-9.349,6.36
Philippines,PHL,2015,733.746,9.141,-5.992,,13.958,389.28,-5.732,7.992
Philippines,PHL,2016,687.189,12.668,14.669,,7.401,29.534,-6.949,2.764
Philippines,PHL,2017,8.849,18.252,-0.93,,7.079,11.475,17.727,-4.912
Philippines,PHL,2018,3.385,5.651,8.329,,0.53,4.812,-2.877,1.679
Philippines,PHL,2019,6.17,6.556,-0.205,,1.936,1.532,2.543,1.633
Philippines,PHL,1966,,-5.263,,,9.097,,-1.935,
Philippines,PHL,1967,,-22.222,,,12.778,,10.526,
Philippines,PHL,1968,,-54.286,,,14.201,,2.381,
Philippines,PHL,1969,,31.25,,,7.171,,5.523,
Philippines,PHL,1970,,0,,,13.705,,15.537,
Philippines,PHL,1971,,-2.381,,,16.056,,-7.821,
Philippines,PHL,1972,,-2.439,,,-1.858,,14.175,
Philippines,PHL,1973,,0,,,17.352,,7.567,
Philippines,PHL,1974,,40,,,-6.506,,-13.606,
Philippines,PHL,1975,,89.286,,,7.871,,10.775,
Philippines,PHL,1976,,18.868,,,2.747,,23.019,
Philippines,PHL,1977,,146.825,,,9.228,,-24.365,
Philippines,PHL,1978,,-8.36,,,3.127,,32.971,200
Philippines,PHL,1979,,-12.632,,,3.189,,2.49,21131.333
Philippines,PHL,1980,,20.482,,,-6.225,,22.249,221.043
Philippines,PHL,1981,,73.333,,,-5.999,,5.764,91.319
Philippines,PHL,1982,,11.538,,,-3.769,,1.289,-0.111
Philippines,PHL,1983,,82.069,,,4.592,,5.168,26.283
Philippines,PHL,1984,,60.227,,,-18.145,,33.014,8.581
Philippines,PHL,1985,,41.43,,,-11.091,,5.21,10.893
Philippines,PHL,1986,,-21.229,,,5.137,,8.356,-6.208
Philippines,PHL,1987,,6.366,,,16.104,,-12.797,-12.153
Philippines,PHL,1988,,26.633,,,7.803,,19.383,6.678
Philippines,PHL,1989,,-20.953,,,12.233,,3.528,9.166
Philippines,PHL,1990,,14.2,,,4.537,,-6.523,3.404
Philippines,PHL,1991,,12.304,,,-3.115,,-15.127,-2.337
Philippines,PHL,1992,,-0.35,,,23.061,,-13.703,-1.007
Philippines,PHL,1993,,1.598,,,3.211,,13.288,-0.579
Philippines,PHL,1994,,-3.645,,,5.637,,16.541,11.523
Philippines,PHL,1995,,20.629,-3.59,,12.578,,6.312,-2.927
Philippines,PHL,1996,,39.254,69.149,,4.528,,12.805,6.504
Philippines,PHL,1997,,24.064,-39.308,,7.574,,-13.67,10.759
Philippines,PHL,1998,,0.975,70.466,,1.017,,-16.527,23.173
Philippines,PHL,1999,,17.279,-23.1,,-5.209,,54.757,18.847
Philippines,PHL,2000,,38.761,48.617,,-7.692,,-0.523,9.741
Philippines,PHL,2001,,2.117,1216.754,,-0.553,,-9.503,-10.767
Philippines,PHL,2002,,-12.857,1156.413,,-5.198,,-1.639,-2.543
Philippines,PHL,2003,,4.077,52.411,,-0.498,,11.182,-4.716
Philippines,PHL,2004,,8.702,-7.647,,2.903,,8.49,4.007
Philippines,PHL,2005,,13.592,32.446,,-7.075,,-3.014,-4.297
Poland,POL,2012,446.668,-6.793,5.877,,-3.756,47.215,-13.179,32.001
Poland,POL,2013,35.542,4.2,-0.051,,-7.01,25.718,19.014,-15.099
Poland,POL,2014,363.872,-7.373,-2.279,,0.385,27.116,-11.032,15.021
Poland,POL,2015,709.439,-1.565,0.501,,4.569,40.575,-16.578,-1.004
Poland,POL,2016,116.257,1.7,6.777,,9.898,15.247,16.067,-20.391
Poland,POL,2017,32.282,0.558,5.054,,8.533,17.741,18.978,-18.941
Poland,POL,2018,80.755,0.04,3.888,,2.574,-14.655,-23.497,0.335
Poland,POL,2019,136.79,-8.364,2.263,,0.994,17.053,-1.178,11.789
Poland,POL,1966,,1.34,18.875,,4.011,,0,46.154
Poland,POL,1967,,1.81,22.204,,8.524,,6.808,15.789
Poland,POL,1968,,4.812,37.385,,25.12,,5.016,6.818
Poland,POL,1969,,5.06,38.641,,9.99,,-19.403,78.723
Poland,POL,1970,,3.852,27.539,,5.761,,118.642,-29.762
Poland,POL,1971,,2.361,9.979,,6.029,,-11.406,71.186
Poland,POL,1972,,4.608,5.225,,12.237,,-4.207,83.168
Poland,POL,1973,,0.411,3.999,,10.933,,-3.127,20.541
Poland,POL,1974,,2.819,2.789,,5.309,,45.742,5.381
Poland,POL,1975,,7.886,7.088,,8.852,,-6.221,-10.213
Poland,POL,1976,,4.558,6.697,,10.382,,-17.337,-13.27
Poland,POL,1977,,3.547,6.103,,7.01,,18.967,44.809
Poland,POL,1978,,4.656,5.271,,6.939,,-0.307,-1.132
Poland,POL,1979,,1.206,4.304,,1.964,,-7.381,-8.397
Poland,POL,1980,,5.898,2.471,,-1.235,,29.994,3.333
Poland,POL,1981,,-10.836,-5.677,,-6.239,,-9.025,8.468
Poland,POL,1982,,3.514,-0.042,,-5.58,,-27.796,0
Poland,POL,1983,,-0.242,2.285,,3.366,,8.555,34.572
Poland,POL,1984,,4.272,4.027,,2.643,,-15.94,-4.696
Poland,POL,1985,,2.325,1.423,,1.673,,31.534,15.072
Poland,POL,1986,,2.557,5.981,,3.292,,-16.361,-7.305
Poland,POL,1987,,3.605,3.241,,1.293,,7.23,-47.554
Poland,POL,1988,,-2.753,-0.698,,2.437,,7.947,-51.295
Poland,POL,1989,,-4.447,-1.836,,-0.689,,-10.262,9.574
Poland,POL,1990,,-20.438,-6.118,,-8.377,,-11.933,-46.602
Poland,POL,1991,,-0.954,-6.751,,-5.563,,0.565,50.909
Poland,POL,1992,,-3.322,-6.866,,-8.61,,5.754,33.735
Poland,POL,1993,,-1.151,5.046,,3.154,,-1.261,-45.045
Poland,POL,1994,,-6.868,0.762,,5.456,,16.465,-16.393
Poland,POL,1995,,1.701,9.479,,1.291,,8.886,31.373
Poland,POL,1996,,2.359,5.008,,16.824,-100,2.332,98.507
Poland,POL,1997,,-2.413,-0.294,,4.224,,1.554,27.068
Poland,POL,1998,,-9.894,1.029,,13.729,100,17.746,30.178
Poland,POL,1999,,-4.061,-2.639,,4.753,0,-6.67,-12.273
Poland,POL,2000,,-7.38,7.519,,-8.071,25,-2.274,14.508
Poland,POL,2001,,-1.178,4.186,,-2.307,178.182,9.682,99.6
Poland,POL,2002,,-1.893,-2.538,,1.922,332.903,-2.611,-4.449
Poland,POL,2003,,2.953,11.346,,1.571,101.976,-27.148,5.874
Poland,POL,2004,,-2.939,5.505,,6.86,13.787,23.802,85.711
Poland,POL,2005,,1.154,2.979,,3.419,-5.531,5.047,76.533
Poland,POL,2006,,4.144,1.136,,8.402,88.437,-7.807,31.074
Poland,POL,2007,,-2.534,0.027,,3.517,102.632,14.461,27.435
Poland,POL,2008,,-1.304,8.68,,2.608,59.349,-9.029,40.659
Poland,POL,2009,,-6.121,-3.509,,-1.101,27.88,9.63,43.601
Poland,POL,2010,,6.245,7.538,,5.48,53.555,22.193,19.89
Poland,POL,2011,,-0.204,1.355,,-0.396,91.434,-20.624,19.826
Portugal,PRT,1990,-100,17.25,,,-8.011,-4.04,57.364,4.841
Portugal,PRT,1997,0,-9.031,,,7.15,80.952,-11.219,7.837
Portugal,PRT,1998,-20,-0.028,698.807,,9.626,134.211,-0.931,-0.681
Portugal,PRT,1999,37.5,3.847,179.647,,3.51,38.202,-43.88,14.681
Portugal,PRT,2000,27.273,0.273,2.723,,-1.946,36.585,55.408,11.138
Portugal,PRT,2001,13.544,-14.487,11.515,,-0.154,51.391,23.138,4.694
Portugal,PRT,2002,11.774,10.252,21.645,,3.273,40.494,-44.779,7.509
Portugal,PRT,2003,43.519,-4.265,-3.576,,-6.238,36.138,100.285,-6.024
Portugal,PRT,2004,10.828,-1.064,25.268,,1.49,63.468,-37.632,9.206
Portugal,PRT,2005,30.205,0.63,13.333,,3.249,115.904,-52.365,4.911
Portugal,PRT,2006,30.751,-0.983,-3.949,,-11.456,63.937,129.345,3.237
Portugal,PRT,2007,377,-12.957,6.579,,1.475,37.154,-8.743,15.706
Portugal,PRT,2008,69.772,-12.489,9.408,,-3.347,41.72,-32.614,-2.482
Portugal,PRT,2009,287.835,13.517,-0.687,,-7.367,30.801,21.104,10.42
Portugal,PRT,2010,33.551,-42.312,8.794,,-2.168,20.439,93.711,23.019
Portugal,PRT,2011,30.363,34.791,1.251,,-6.069,-0.826,-28.996,10.775
Portugal,PRT,2012,38.517,31.062,-13.29,,-8.943,11.306,-51.561,-1.748
Portugal,PRT,2013,21.184,-8.969,-5.206,,3.242,16.396,142.748,4.231
Portugal,PRT,2014,30.142,1.11,-4.455,,-1.064,0.202,12.715,-0.391
Portugal,PRT,2015,26.159,21.685,16.818,,1.872,-4.73,-44.705,1.029
Portugal,PRT,2016,2.635,-12.7,5.373,,-1.039,6.828,80.474,-2.562
Portugal,PRT,2017,19.971,14.09,24.822,,3.989,-2.389,-62.715,5.391
Portugal,PRT,2018,0.718,-16.138,-8.52,,-3.388,2.41,108.929,-2.06
Portugal,PRT,2019,26.398,-49.431,5.685,,6.312,8.483,-29.736,4.369
Portugal,PRT,1966,,2.027,,,2.499,,32.73,-3.382
Portugal,PRT,1967,,-0.497,,,10.327,,3.886,-4
Portugal,PRT,1968,,-9.983,,,7.278,,-5.346,18.75
Portugal,PRT,1969,,-5.73,,,4.946,,21.646,22.807
Portugal,PRT,1970,,-8.431,,,38.145,,-8.034,-33.571
Portugal,PRT,1971,,-7.495,,,13.466,,6.306,-23.118
Portugal,PRT,1972,,-11.574,,,8.772,,14.846,-20.979
Portugal,PRT,1973,,47.906,,,9.935,,3.373,76.991
Portugal,PRT,1974,,-22.301,,,6.589,,6.867,-10
Portugal,PRT,1975,,-6.15,,,4.73,,-18.114,31.111
Portugal,PRT,1976,,-2.913,,,4.747,,-25.32,-2.542
Portugal,PRT,1977,,-9.25,,,-1.061,,108.189,1.739
Portugal,PRT,1978,,17.906,,,3.639,,8.479,-0.855
Portugal,PRT,1979,,4.439,,,6.958,,3.718,11.207
Portugal,PRT,1980,,-21.7,,,7.046,,-28.52,24.031
Portugal,PRT,1981,,13.429,,,5.998,,-37.38,-2.812
Portugal,PRT,1982,,-7.809,,,4.716,,37.896,13.505
Portugal,PRT,1983,,9.29,,,0.926,,15.966,14.731
Portugal,PRT,1984,,23.75,,,-0.209,,21.667,-7.901
Portugal,PRT,1985,,55.354,,,-3.114,,9.503,46.917
Portugal,PRT,1986,,88.557,,,6.59,,-20.378,10.584
Portugal,PRT,1987,,30.207,,,-2.843,,7.505,1.32
Portugal,PRT,1988,,15.307,,,4.712,,33.65,6.352
Portugal,PRT,1989,,11.576,,,25.909,,-52.432,1.225
Portugal,PRT,1991,,4.775,,,4.308,0,-1.245,17.316
Portugal,PRT,1992,,1.24,,,10.215,300,-48.623,9.102
Portugal,PRT,1993,,8.904,,,-5.542,175.001,83.771,2.029
Portugal,PRT,1994,,4.164,,,-0.217,61.052,24.83,6.851
Portugal,PRT,1995,,22.615,,,12.839,-5.882,-21.721,6.515
Portugal,PRT,1996,,-6.711,,,-4.846,31.25,76.927,-2.136
Qatar,QAT,2012,-0.606,,17.174,,3.173,,,-0.606
Qatar,QAT,2013,240.804,,5.792,,13.189,,,-0.602
Qatar,QAT,2014,72.408,,8.413,,4.51,,,-0.599
Qatar,QAT,2015,-0.595,,10.068,,16.075,,,-0.595
Qatar,QAT,2016,27.797,,-5.201,,5.29,,,-0.592
Qatar,QAT,2017,-0.588,,-0.744,,-11.367,,,-0.588
Qatar,QAT,2018,-0.585,,3.632,,3.38,,,-0.585
Qatar,QAT,2019,-0.369,,-0.693,,8.42,,,-0.369
Qatar,QAT,1966,,,1.235,,-0.128,,,
Qatar,QAT,1967,,,37.805,,51.369,,,
Qatar,QAT,1968,,,354.867,,29.317,,,
Qatar,QAT,1969,,,65.759,,16.146,,,
Qatar,QAT,1970,,,17.958,,-13.573,,,
Qatar,QAT,1971,,,0,,-3.954,,,
Qatar,QAT,1972,,,9.751,,19.026,,,
Qatar,QAT,1973,,,43.246,,29.818,,,
Qatar,QAT,1974,,,-17.848,,36.562,,,
Qatar,QAT,1975,,,54.314,,19.159,,,
Qatar,QAT,1976,,,-45.382,,37.687,,,
Qatar,QAT,1977,,,41.773,,31.925,,,
Qatar,QAT,1978,,,-4.642,,-2.222,,,
Qatar,QAT,1979,,,194.929,,8.267,,,
Qatar,QAT,1980,,,8.689,,63.317,,,
Qatar,QAT,1981,,,-8.817,,9.142,,,
Qatar,QAT,1982,,,16.933,,40.023,,,
Qatar,QAT,1983,,,3.561,,9.737,,,
Qatar,QAT,1984,,,13.276,,12.432,,,
Qatar,QAT,1985,,,-7.926,,38.462,,,
Qatar,QAT,1986,,,6.227,,17.518,,,
Qatar,QAT,1987,,,-3.276,,6.571,,,
Qatar,QAT,1988,,,4.456,,-33.562,,,
Qatar,QAT,1989,,,5.802,,10.292,,,
Qatar,QAT,1990,,,1.613,,3.27,,,
Qatar,QAT,1991,,,21.111,,-13.145,,,
Qatar,QAT,1992,,,65.4,,4.091,,,
Qatar,QAT,1993,,,6.973,,1.656,,,
Qatar,QAT,1994,,,0,,6.698,,,
Qatar,QAT,1995,,,0,,4.788,,,
Qatar,QAT,1996,,,-30.55,,5.987,,,
Qatar,QAT,1997,,,6.923,,5.868,,,
Qatar,QAT,1998,,,7.994,,2.588,,,
Qatar,QAT,1999,,,14.725,,-1.902,,,
Qatar,QAT,2000,,,-12.119,,-12.41,,,
Qatar,QAT,2001,,,-7.306,,22.579,,,
Qatar,QAT,2002,,,9.377,,27.25,,,
Qatar,QAT,2003,,,14.138,,6.45,,,
Qatar,QAT,2004,,,20.188,,6.332,,,
Qatar,QAT,2005,,,13.875,,20.131,,,
Qatar,QAT,2006,,,-0.747,,29.361,,,
Qatar,QAT,2007,,,8.449,,12.09,,,
Qatar,QAT,2008,,,7.469,,19.697,,,
Qatar,QAT,2009,,,2.77,,-3.522,,,
Qatar,QAT,2010,,,19.438,,7.657,,,
Qatar,QAT,2011,,,12.866,,24.236,,,
Romania,ROU,2010,98.773,-6.525,1.966,-1.704,-4.619,3279.141,27.211,1003.191
Romania,ROU,2011,-50.802,16.57,2.935,0.452,2.736,350.504,-26.378,77.291
Romania,ROU,2012,695.151,-7.814,-2.951,-2.984,0.658,89.185,-18.571,6.422
Romania,ROU,2013,5118.374,-22.328,-8.707,0.717,-8.754,70.181,21.866,18.152
Romania,ROU,2014,206.558,-1.123,-4.978,-0.109,7.318,3.879,24.464,99.197
Romania,ROU,2015,52.104,3.702,-4.62,-0.898,1.666,48.636,-10.74,3.145
Romania,ROU,2016,-8.717,-11.001,1.194,-3.615,4.707,-7.249,7.746,0.736
Romania,ROU,2017,1.378,0.21,7.582,1.376,4.682,11.736,-20.076,-1.68
Romania,ROU,2018,-5.138,-4.621,2.416,-1.725,2.785,-15.147,21.158,-17.251
Romania,ROU,2019,-2.45,-10.749,-5.865,-1.218,5.515,6.282,-12.954,24.185
Romania,ROU,1966,,7.698,7.813,,4.235,,2.985,
Romania,ROU,1967,,10.813,10.244,,13.319,,42.609,
Romania,ROU,1968,,9.634,5.812,,5.464,,5.827,
Romania,ROU,1969,,15.557,16.119,,11.481,,41.933,
Romania,ROU,1970,,8.649,3.941,,8.38,,25.079,
Romania,ROU,1971,,5.617,6.922,,1.59,,62.099,
Romania,ROU,1972,,4.68,1.514,,6.744,,63.359,
Romania,ROU,1973,,12.604,5.657,,12.495,,2.778,
Romania,ROU,1974,,5.17,3.215,,-7.923,,12.31,
Romania,ROU,1975,,3.669,8.646,,13.693,,10.441,
Romania,ROU,1976,,1.492,10.227,,11.571,,-13.396,
Romania,ROU,1977,,1.257,5.929,,8.036,,15.271,
Romania,ROU,1978,,12.292,3.375,,11.217,,13.579,
Romania,ROU,1979,,7.702,-3.63,,6.374,,6.831,
Romania,ROU,1980,,2.334,3.851,,-5.338,,11.447,
Romania,ROU,1981,,5.112,5.075,,-10.356,,0.791,
Romania,ROU,1982,,-4.448,1.706,,-1.485,,-6.933,
Romania,ROU,1983,,15.534,-0.421,,-10.654,,-15.32,
Romania,ROU,1984,,-0.174,-0.373,,-4.278,,12.831,
Romania,ROU,1985,,4.189,-7.018,,6.926,,12.246,
Romania,ROU,1986,,1.28,1.796,,7.179,,-14.969,
Romania,ROU,1987,,7.073,-1.8,,10.22,,3.691,
Romania,ROU,1988,,8.287,0.31,,-6.277,,31.823,
Romania,ROU,1989,,-0.114,-0.394,,3.115,,-7.431,
Romania,ROU,1990,,-28.248,2.82,,8.77,,-16.574,
Romania,ROU,1991,,-16.532,-17.48,,-16.993,-100,27.842,-100
Romania,ROU,1992,,-1.542,-10.937,,-18.117,,-19.797,
Romania,ROU,1993,,-1.091,-3.864,,-5.198,,9.128,-50
Romania,ROU,1994,,0.144,-8.917,,-7.216,,2.177,-100
Romania,ROU,1995,,3.348,3.67,,20.728,,27.955,
Romania,ROU,1996,,-0.07,0.927,,-4.123,,-5.619,
Romania,ROU,1997,,-9.128,-17.921,289.61,4.592,,11.133,
Romania,ROU,1998,,-15.725,-5.985,-1.722,-12.325,,7.825,0
Romania,ROU,1999,,-13.069,-8.366,-2.054,-20.57,,-3.12,-100
Romania,ROU,2000,,4.638,-0.372,4.963,5.065,,-19.202,
Romania,ROU,2001,,3.416,-3.655,-0.831,6.568,,0.325,
Romania,ROU,2002,,7.7,3.406,0.577,0.866,,6.832,
Romania,ROU,2003,,11.91,8.076,-11.581,-11.208,,-17.899,-0.641
Romania,ROU,2004,,-1.665,-5.377,12.366,14.606,,23.749,32.484
Romania,ROU,2005,,-4.635,-0.101,-0.508,-3.303,,21.596,49.051
Romania,ROU,2006,,13.274,1.979,0.748,-1.322,,-9.732,-33.753
Romania,ROU,2007,,0.843,-10.118,36.023,0.234,198.125,-13.564,769.532
Romania,ROU,2008,,-3.784,-4.721,44.718,-0.553,65.631,7.029,-31.854
Romania,ROU,2009,,-20.271,-12.987,4.039,-11.014,78.889,-10.217,-58.591
Russia,RUS,2012,248.833,4.689,-1.609,2.033,1.718,-3.205,-0.363,-10.303
Russia,RUS,2013,154.895,-8.035,-0.877,-3.416,-0.064,-15.329,10.159,-4.817
