Entity,Code,Year,Solar (% growth),Coal (% growth),Gas (% growth),Nuclear (% growth),Oil (% growth),Wind (% growth),Hydro (% growth),Other renewables (% growth)
Ecuador,ECU,1986,,,-0.625,,1.582,,22.354,
Ecuador,ECU,1987,,,-6.918,,0.872,,13.908,
Ecuador,ECU,1988,,,16.892,,18.088,,5.602,
Ecuador,ECU,1989,,,-20.809,,4.042,,2.652,
Ecuador,ECU,1990,,,64.234,,2.269,,0.66,
Ecuador,ECU,1991,,,22.667,,11.941,,1.789,
Ecuador,ECU,1992,,,0.362,,-0.234,,-2.016,
Ecuador,ECU,1993,,,15.162,,0.413,,16.82,
Ecuador,ECU,1994,,,-9.718,,8.713,,12.997,
Ecuador,ECU,1995,,,-3.472,,-1.592,,-21.396,
Ecuador,ECU,1996,,,6.115,,12.315,,22.921,
Ecuador,ECU,1997,,,-8.814,,14.051,,3.007,
Ecuador,ECU,1998,,,1.859,,0.659,,-0.43,
Ecuador,ECU,1999,,,-5.839,,-12.614,,10.308,
Ecuador,ECU,2000,,,8.915,,-8.905,,6.054,
Ecuador,ECU,2001,,,1.779,,3.862,,-7.706,
Ecuador,ECU,2002,,,-60.188,,-0.692,,5.729,
Ecuador,ECU,2003,,,74.509,,2.216,,-5.181,
Ecuador,ECU,2004,,,132.767,,5.687,,2.564,
Ecuador,ECU,2005,,,2.673,,8.997,,-7.726,3053.926
Ecuador,ECU,2011,,,-9.395,,2.535,-3.219,28.123,17.381
Ecuador,ECU,1966,,,,,4.408,,14.458,
Ecuador,ECU,1967,,,,,7.998,,10.175,
Ecuador,ECU,1968,,,,,19.494,,4.459,
Ecuador,ECU,1969,,,,,5.818,,10.976,
Ecuador,ECU,1970,,,,,14.032,,11.264,
Egypt,EGY,2001,347.078,-12.032,22.5,,-3.89,120.916,1.001,
Egypt,EGY,2002,10.394,7.279,8.163,,-3.053,17.949,-3.533,
Egypt,EGY,2003,-0.641,3.688,12.075,,2.744,33.725,-8.135,
Egypt,EGY,2004,-0.637,2.208,6.734,,3.376,75.119,-1.462,
Egypt,EGY,2005,-0.633,-2.16,-0.315,,10.958,0.562,-2.085,
Egypt,EGY,2006,-0.629,0.056,15.506,,-3.573,17.867,0.475,
Egypt,EGY,2007,19.25,-9.096,5.096,,6.654,8.798,10.514,
Egypt,EGY,2008,24.224,-10.011,6.465,,6.978,39.491,5.52,
Egypt,EGY,2009,45.761,-11.119,4.163,,5.378,10.86,-9.33,
Egypt,EGY,2010,1038.427,-25.026,6.041,,5.656,35.028,-6.516,
Egypt,EGY,2011,269.164,-5.005,9.998,,-6.818,16.082,-0.337,
Egypt,EGY,2012,-38.304,-11.403,6.026,,4.666,7.638,-0.319,
Egypt,EGY,2013,1.109,-1.204,-2.243,,1.092,-13.953,0.992,
Egypt,EGY,2014,-30.2,0.823,-6.631,,7.167,-27.447,2.033,
Egypt,EGY,2015,56.652,110.971,-0.433,,3.96,65.161,0.111,
Egypt,EGY,2016,58.958,52.144,7.248,,2.641,34.188,-1.907,
Egypt,EGY,2017,472.219,-3.328,13.332,,-7.201,-16.947,-3.396,
Egypt,EGY,2018,149.465,78.361,6.544,,-6.529,-4.366,1.264,
Egypt,EGY,2019,142.535,-7.765,-1.09,,-1.747,37.019,-0.177,
Egypt,EGY,1966,,-32.01,14.286,,7.305,,5.357,
Egypt,EGY,1967,,54.015,0,,-18.339,,7.748,
Egypt,EGY,1968,,4.028,0,,4.595,,52.584,
Egypt,EGY,1969,,7.973,26.786,,-25.766,,32.99,
Egypt,EGY,1970,,-7.806,19.718,,29.411,,17.497,
Egypt,EGY,1971,,-17.938,0,,3.365,,7.634,
Egypt,EGY,1972,,-11.509,-16.471,,14.275,,2.277,
Egypt,EGY,1973,,-12.898,-19.718,,-6.001,,-0.171,
Egypt,EGY,1974,,74.61,5.263,,10.465,,18.696,
Egypt,EGY,1975,,19.514,-16.667,,10.369,,11.055,
Egypt,EGY,1976,,-2.189,660,,18.105,,17.827,
Egypt,EGY,1977,,14.05,21.053,,6.802,,12.921,
Egypt,EGY,1978,,-4.201,60.87,,3.536,,9.878,
Egypt,EGY,1979,,10.921,51.351,,9.662,,-3.249,
Egypt,EGY,1980,,-19.492,94.643,,12.027,,2.024,
Egypt,EGY,1981,,28.885,11.927,,15.104,,4.193,
Egypt,EGY,1982,,3.338,9.426,,13.726,,2.726,
Egypt,EGY,1983,,-5.148,17.228,,10.126,,-6.445,
Egypt,EGY,1984,,1.405,28.435,,7.738,,-1.891,
Egypt,EGY,1985,,5.586,22.637,,1.632,,-5.004,
Egypt,EGY,1986,,0.546,15.213,,0.446,,-1.924,
Egypt,EGY,1987,,5.787,10.563,,3.904,,-0.028,
Egypt,EGY,1988,,9.314,10.191,,1.561,,-1.566,
Egypt,EGY,1989,,2.344,11.85,,4.004,,7.453,
Egypt,EGY,1990,,-14.327,4.264,,3.578,,4.912,
Egypt,EGY,1991,,2.925,12.515,,-1.7,,-0.372,
Egypt,EGY,1992,,2.438,8.15,,-2.736,,-1.17,
Egypt,EGY,1993,,20.457,14.969,,-4.712,,2.985,
Egypt,EGY,1994,,7.624,6.289,,-0.649,,6.297,
Egypt,EGY,1995,,-33.089,5,,8.443,,4.325,
Egypt,EGY,1996,,37.442,3.175,,5.712,,2.609,
Egypt,EGY,1997,,-15.364,3.077,,5.577,,2.499,
Egypt,EGY,1998,,-1.621,2.239,,5.234,,2.833,
Egypt,EGY,1999,,-9.1,19.708,,1.964,,11.037,
Egypt,EGY,2000,,20.382,21.951,,-1.985,570.833,5.487,
Estonia,EST,2010,-0.613,28.045,7.332,,3.335,41.18,-16.142,134.856
Estonia,EST,2011,98.78,6.668,-9.846,,-3.231,32.042,10.433,4.882
Estonia,EST,2012,49.091,-6.436,4.06,,18.701,17.22,39.152,27.067
Estonia,EST,2013,363.855,7.385,3.096,,-1.356,21.155,-38.468,-33.768
Estonia,EST,2014,120.103,0.883,-21.822,,-7.271,13.494,2.077,10.28
Estonia,EST,2015,89.19,-9.555,-11.101,,-0.085,17.689,0.522,4.644
Estonia,EST,2016,70.174,1.03,9.91,,-2.415,-17.426,28.863,12.935
Estonia,EST,2017,24.802,10.264,-5,,4.306,21.001,-26.151,89.152
Estonia,EST,2018,68.444,11.849,2.439,,-1.173,-12.548,-42.645,-26.674
Estonia,EST,2019,234.186,-29.314,-8.532,,2.356,6.141,6.14,-4.709
Estonia,EST,1986,,1.216,-9.116,,-1.076,,,
Estonia,EST,1987,,0.863,8.342,,0.997,,,
Estonia,EST,1988,,-4.609,7.699,,0.862,,,
Estonia,EST,1989,,3.523,0,,3.13,,,
Estonia,EST,1990,,-4.807,27.831,,-1.501,,,
Estonia,EST,1991,,-10.54,0.412,,-12.064,,,
Estonia,EST,1992,,-12.615,-41.535,,-45.851,,,
Estonia,EST,1993,,-26.53,-50.434,,6.936,,,
Estonia,EST,1994,,1.037,43.624,,-7.356,,,
Estonia,EST,1995,,-2.551,14.032,,-20.961,,,
Estonia,EST,1996,,3.963,10.284,,6.813,,,-16.667
Estonia,EST,1997,,-0.948,-2.833,,-0.694,,,60
Estonia,EST,1998,,-9.335,-5.089,,-0.433,,,50
Estonia,EST,1999,,-8.977,-2.653,,-9.366,,,0
Estonia,EST,2000,,5.643,14.955,,-10.437,,25,8.333
Estonia,EST,2001,,-1.376,7.371,,15.25,,39.091,-15.934
Estonia,EST,2002,,-2.488,-16.24,,11.597,,-14.839,143.87
Estonia,EST,2003,,15.63,10.199,,-5.018,332.92,115.278,-4.321
Estonia,EST,2004,,2.549,17.99,,2.314,23.797,68.153,18.471
Estonia,EST,2005,,-4.133,3.152,,1.043,604.722,-0.633,5.778
Estonia,EST,2006,,-5.235,1.237,,4.385,40.668,-36.764,14.427
Estonia,EST,2007,,20.537,-0.531,,6.796,18.521,56.161,-5.855
Estonia,EST,2008,,-4.801,-4.167,,-4.88,45.246,26.482,4.9
Estonia,EST,2009,,-9.223,-32.083,,-10.051,45.712,13.58,721.215
Europe,,1985,0,22.903,35.491,31.613,11.858,50.262,3.669,4.289
Europe,,1986,0,-0.848,2.554,6.228,3.078,132.753,-3.36,18.769
Europe,,1987,-100,0.805,4.416,4.073,0.465,42.814,8.931,-1.102
Europe,,1989,800.001,-1.242,2.777,4.797,-0.345,56.324,-12.981,-1.03
Europe,,1990,37.5,-4.865,7.992,0.856,1.679,51.234,1.752,40.005
Europe,,1991,24,-5.789,1.243,2.614,-1.39,25.732,2.117,3.148
Europe,,1992,74.761,-5.808,-5.484,0.7,-1.727,56.633,3.228,5.935
Europe,,1993,19.547,-6.592,0.503,3.946,-2.962,48.844,3.929,10.476
Europe,,1994,16.384,-5.746,-2.881,-0.891,-0.553,30.392,1.223,4.977
Europe,,1995,24.282,-1.071,5.645,2.606,1.651,29.665,1.381,10.329
Europe,,1996,14.883,-2.845,10.797,5.654,1.803,24.995,-2.975,0.685
Europe,,1997,18.797,-2.742,-2.299,1,0.364,51.09,3.575,18.678
Europe,,1998,36.233,-2.713,1.447,-0.825,2.375,53.197,4.62,14.059
Europe,,1999,4.719,-5.531,3.983,0.634,-1.057,27.449,0.72,5.495
Europe,,2000,47.452,2.905,2.686,0.804,-1.16,57.64,3.257,11.107
Europe,,2001,25.748,-0.913,1.964,2.494,1.619,19.17,-1.554,5.508
Europe,,2002,61.554,-0.053,0.318,0.59,-0.421,34.368,-8.453,11.956
Europe,,2003,68.269,3.979,4.517,0.207,0.573,21.468,-6.697,13.726
Europe,,2004,59.231,-1.655,2.427,0.968,0.979,32.31,6.978,17.906
Europe,,2005,96.642,-2.369,2.614,-1.736,0.572,19.141,-0.359,13.625
Europe,,2006,68.746,4.705,-0.75,-0.819,0.334,16.238,-2.335,12.765
Europe,,2007,50.227,1.302,-0.879,-5.312,-2.013,26.319,-0.262,10.72
Europe,,2008,95.363,-5.662,1.383,-0.688,-0.954,14.082,4.501,9.944
Europe,,2009,88.043,-10.426,-7.741,-5.365,-4.946,10.872,-1.168,9.048
Europe,,2010,62.904,4.523,7.876,2.093,-1.14,12.645,9.507,12.675
Europe,,2011,99.578,4.241,-6.826,-1.369,-2.729,20.904,-12.869,6.124
Europe,,2012,52.92,2.241,-2.535,-3.11,-3.333,14.4,9.192,10.158
Europe,,2013,20.233,-3.293,-2.001,-1.785,-1.786,14.784,5.089,5.377
Europe,,2014,13.008,-6.085,-9.802,0.028,-2.017,6.1,-3.239,6.222
Europe,,2015,10.516,-4.339,1.825,-3.042,2.401,19.672,-1.855,6.519
Europe,,2016,3.089,-3.633,5.552,-3.271,2.437,0.692,1.837,1.885
Europe,,2017,8.591,-3.329,3.997,-1.226,1.848,18.194,-10.76,2.723
Europe,,2018,10.662,-2.366,-1.952,-0.618,-0.471,4.294,9.697,2.631
Europe,,2019,11.213,-12.145,1.119,-1.15,-0.176,14.179,-2.332,2.1
Europe,,1966,,-4.054,13.218,31.072,9.767,,7.404,36.291
Europe,,1967,,-3.241,19.825,15.831,8.551,,-0.033,9.461
Europe,,1968,,1.544,29.56,13.182,9.966,,3.629,11.317
Europe,,1969,,1.307,28.98,21.563,11.359,,-1.565,8.523
Europe,,1970,,-1.643,26.277,8.418,10.853,,4.563,31.265
Europe,,1971,,-4.279,23.141,14.146,4.937,,1.007,1.595
Europe,,1972,,-3.396,21.739,32.725,7.025,,4.082,-1.511
Europe,,1973,,1.59,13.649,10.168,7.155,,1.506,7.592
Europe,,1974,,-0.908,13.262,17.48,-5.865,,8.117,4.941
Europe,,1975,,-2.344,7.36,33.508,-3.463,,2.059,5.955
Europe,,1976,,4.719,8.723,16.665,6.816,,-7.528,-0.415
Europe,,1977,,-0.247,4.728,18.621,-0.875,,21.08,4.651
Europe,,1978,,1.847,4.023,12.452,5.061,,-0.163,5.539
Europe,,1979,,4.36,5.578,11.499,2.281,100,5.185,4.17
Europe,,1980,,1.872,-0.11,16.836,-6.739,75,-3.002,10.017
Europe,,1981,,-1.694,-0.983,35.194,-6.821,0,1.22,0.117
Europe,,1982,,0.562,-1.904,10.219,-4.861,76.19,-0.877,-8.531
Europe,,1983,,1.392,3.986,17.976,-2.775,62.703,2.963,3.055
Europe,,1984,,-0.17,4.748,27.107,0.589,26.91,1.055,3.689
Europe,,1988,,-2.057,0.864,10.053,0.497,72.799,7.17,6.235
Finland,FIN,1991,0,-0.124,5.395,1.539,-1.223,,21.522,-3.045
Finland,FIN,1992,20,-8.982,3.839,-1.288,-1.41,300,14.473,-0.98
Finland,FIN,1993,16.667,14.315,3.335,3.467,-3.884,83.333,-10.818,20.364
Finland,FIN,1994,14.286,21.774,10.382,-2.511,3.894,63.636,-12.572,8.51
Finland,FIN,1995,0,-11.542,3.845,-1.091,-8.846,50,9.654,2.212
Finland,FIN,1996,25,19.156,4.619,3.039,3.818,1.852,-8.478,-10.881
Finland,FIN,1997,20,-5.283,-1.612,7.345,-1.238,50.909,0.779,33.996
Finland,FIN,1998,8.333,-17.938,14.561,4.613,4.882,38.554,25.28,18.274
Finland,FIN,1999,7.692,-3.106,0.113,5.168,0.834,113.043,-15.091,-10.393
Finland,FIN,2000,14.286,-5.26,2.151,-2.199,0.186,56.327,15.192,2.697
Finland,FIN,2001,5.56,20.851,8.5,0.635,-1.896,-9.728,-10.512,-5.007
Finland,FIN,2002,11.043,8.657,-0.702,-2.732,3.601,-10.067,-18.924,8.074
Finland,FIN,2003,9.818,24.809,10.692,1.38,3.579,44.938,-11.566,3.359
Finland,FIN,2004,13.557,-10.161,-3.66,-0.71,-6.711,30.069,56.216,10.901
Finland,FIN,2005,7.648,-35.76,-8.503,1.838,3.483,39.015,-10.238,-9.174
Finland,FIN,2006,29.947,56.164,6.879,-2.197,-3.455,-9.84,-16.281,12.759
Finland,FIN,2007,11.066,-5.572,-7.498,1.622,1.109,22.608,22.895,-8.28
Finland,FIN,2008,1.994,-23.735,2.247,-2.615,-2.352,37.411,20.113,4.016
Finland,FIN,2009,9.576,0.719,-10.746,1.867,-6.169,5.525,-26.104,-16.376
Finland,FIN,2010,8.632,26.301,10.487,-3.744,4.826,5.746,0.73,24.81
Finland,FIN,2011,12.078,-18.761,-12.542,1.1,-5.086,62.577,-4.234,1.224
Finland,FIN,2012,6.895,-18.116,-11.559,-1.511,-4.325,2.057,34.92,-1.331
Finland,FIN,2013,13.348,10.552,-7.007,2.149,4.619,55.581,-24.425,6.931
Finland,FIN,2014,22.34,-10.366,-10.605,-0.719,-5.672,42.248,3.855,-2.558
Finland,FIN,2015,40.41,-14.646,-13.849,-2,-0.387,108.955,24.511,-3.9
Finland,FIN,2016,94.418,14.371,-12.353,-0.796,7.919,31.041,-6.286,0.325
Finland,FIN,2017,118.166,-8.384,-8.593,-3.739,-4.691,55.378,-7.099,-2.162
Finland,FIN,2018,84.892,4.759,14.591,-4.212,-1.257,21.049,-11.5,7.752
Finland,FIN,2019,96.722,-16.607,-3.785,4.39,-4.772,2.135,-6.823,-0.28
Finland,FIN,1966,,-7.183,,,21.307,,10.983,
Finland,FIN,1967,,-3.79,,,4.774,,12.027,
Finland,FIN,1968,,20.433,,,13.354,,-9.806,
Finland,FIN,1969,,19.962,,,16.143,,-16.622,
Finland,FIN,1970,,1.643,,,12.447,,8.905,
Finland,FIN,1971,,-11.247,,,3.497,,12.143,
Finland,FIN,1972,,10.935,,,6.423,,-2.818,
Finland,FIN,1973,,10.988,,,11.871,,1.927,
Finland,FIN,1974,,1.906,,,-12.856,,20.069,
Finland,FIN,1975,,-9.398,65.487,,3.405,,-3.888,
Finland,FIN,1976,,34.751,17.177,,7.288,,-22.338,
Finland,FIN,1977,,0.833,1.702,,-2.001,,28.476,
Finland,FIN,1978,,34.797,8.88,22.669,0.59,,-19.561,
Finland,FIN,1979,,-3.628,-0.355,106.561,5.882,,10.937,
Finland,FIN,1980,,13.474,-5.93,4.167,-3.708,,-6.012,
Finland,FIN,1981,,-38.545,-20.429,108.83,-4.348,,33.643,
Finland,FIN,1982,,10.918,-5.545,14.391,-7.44,,-4.143,
Finland,FIN,1983,,8.62,-3.02,5.63,-7.128,,3.758,
Finland,FIN,1984,,15.174,14.532,6.472,1.398,,-2.454,
Finland,FIN,1985,,26.742,26.886,1.017,1.033,,-6.893,
Finland,FIN,1986,,-8.566,21.072,0.1,4.717,,0.45,
Finland,FIN,1987,,12.009,32.252,2.978,-0.415,,11.348,
Finland,FIN,1988,,0.123,7.565,-0.469,-1.251,,-3.141,
Finland,FIN,1989,,-2.174,31.127,-2.369,-0.147,,-2.487,
Finland,FIN,1990,,5.293,17.804,0.655,3.101,,-16.651,
France,FRA,1993,13.105,-18.294,2.273,8.788,-3.621,390.637,-5.889,-7.498
France,FRA,1994,11.616,-1.648,-4.539,-2.229,-3.294,95.822,21.418,9.271
France,FRA,1995,8.597,2.374,6.445,4.792,0.816,0.217,-7.202,7.974
France,FRA,1996,29.917,6.548,10.515,5.331,2.09,57.613,-9.676,4.036
France,FRA,1997,28.544,-12.42,-4.124,-0.467,0.735,49.773,-3.452,10.4
France,FRA,1998,20.01,18.933,6.619,-1.895,3.633,75.202,-2.621,-0.822
France,FRA,1999,11.227,-10.449,1.96,1.612,1.407,89.486,16.783,7.539
France,FRA,2000,14.86,-2.766,4.985,5.306,-1.572,29.925,-8.482,4.662
France,FRA,2001,17.178,-12.487,4.981,0.766,0.49,171.145,11.185,10.929
France,FRA,2002,14.562,3.067,-0.17,3.056,-2.76,100.985,-19.202,5.404
France,FRA,2003,8.645,6.305,4.892,0.339,0.174,45.477,-3.033,4.415
France,FRA,2004,8.071,-4.805,2.112,0.979,0.891,52.374,0.395,1.101
France,FRA,2005,23.513,3.854,2.185,0.096,-1.385,60.657,-14.106,1.732
France,FRA,2006,12.67,-7.598,-3.421,-0.923,-0.286,125.393,8.681,-1.425
France,FRA,2007,50.238,3.528,-2.864,-2.934,-2.521,85.36,1.671,9.077
France,FRA,2008,131.884,-6.024,3.632,-0.685,-1.927,39.033,9.816,4.565
France,FRA,2009,311.729,-10.954,-3.569,-7.337,-3.982,38.096,-11.016,2.564
France,FRA,2010,254.136,7.072,10.805,3.943,-3.435,24.924,9.361,6.746
France,FRA,2011,233.118,-15.137,-13.206,2.607,-2.105,20.448,-29.014,10.77
France,FRA,2012,92.091,13.286,3.313,-4.422,-3.336,22.989,30.183,-2.202
France,FRA,2013,17.193,4.502,1.572,-1.005,-1.314,6.863,19.814,-0.676
France,FRA,2014,24.131,-25.314,-16.026,2.403,-3.318,6.94,-11.684,7.334
France,FRA,2015,22.083,-2.932,7.501,-0.379,0.054,22.456,-13.863,10.254
France,FRA,2016,11.701,-2.692,9.271,-8.371,-0.679,0.115,9.631,17.679
France,FRA,2017,11.628,13.631,0.529,-1.781,0.365,12.963,-18.505,4.04
France,FRA,2018,11.954,-9.579,-4.587,3.281,-0.304,14.818,29.122,5.963
France,FRA,2019,13.254,-23.15,1.692,-3.838,-0.612,22.319,-8.802,1.683
France,FRA,1966,,-7.341,5.494,55.518,7.19,,11.364,
France,FRA,1967,,-1.295,14.286,48.817,14.883,,-13.084,55.128
France,FRA,1968,,-3.836,19.585,48.603,8.364,,11.118,53.058
France,FRA,1969,,0.105,16.206,16.694,15.549,,4.997,15.227
France,FRA,1970,,-4.823,13.928,58.639,13.602,,7.063,28.42
France,FRA,1971,,-8.368,18.524,63.351,8.995,,-13.805,1.575
France,FRA,1972,,-11.05,18.249,56.405,11.03,,-0.052,8.864
France,FRA,1973,,-1.087,17.29,1.097,11.478,,-2.325,2.303
France,FRA,1974,,1.22,4.408,-0.278,-4.983,,17.892,1.74
France,FRA,1975,,-12.329,11.534,24.052,-8.603,,6.896,-10.22
France,FRA,1976,,17.573,7.428,-13.536,8.174,,-19.204,-5.861
France,FRA,1977,,-3.688,4.394,13.709,-3.956,,57.158,3.127
France,FRA,1978,,4.335,6.677,69.734,4.212,,-10.433,3.187
France,FRA,1979,,8.602,10.786,31.223,-0.523,,-2.839,4.627
France,FRA,1980,,-2.091,3.855,53.281,-7.073,,4.679,-0.875
France,FRA,1981,,-8.85,1.588,71.958,-9.723,,3.838,1.436
France,FRA,1982,,2.254,-3.889,3.411,-7.391,,-2.244,2.358
France,FRA,1983,,-9.504,6.522,32.448,-2.396,,-1.604,2.053
France,FRA,1984,,-4.376,1.982,32.561,-3.582,,-5.404,4.08
France,FRA,1985,,-2.945,7.041,17.186,-1.657,,-4.927,1.84
France,FRA,1986,,-17.343,0.568,13.411,2.016,,0.893,0.645
France,FRA,1987,,-8.978,1.183,4.472,0.679,,12.818,5.28
France,FRA,1988,,-2.343,-0.5,3.767,-0.601,,8.482,1.294
France,FRA,1989,,8.873,-2.147,10.311,2.674,,-39.258,3.846
France,FRA,1990,,-2.665,6.924,3.34,1.505,,14.994,3.886
France,FRA,1991,,6.424,9.55,5.495,5.9,80.316,6.936,9.88
France,FRA,1992,,-11.826,-0.204,2.144,-0.155,0,19.711,1.522
Germany,DEU,1991,0,-12.166,5.073,-3.344,4.574,40.845,-8.566,2.509
Germany,DEU,1992,300,-9.608,-1.131,7.734,0.873,175,17.571,5.914
Germany,DEU,1993,-25,-5.659,5.817,-3.338,1.555,118.182,1.744,4.942
Germany,DEU,1994,133.333,-2.996,1.83,-1.498,-0.905,51.5,6.514,14.679
Germany,DEU,1995,0,-5.175,9.04,1.918,-0.052,65.017,6.739,7.2
Germany,DEU,1996,71.429,-0.431,11.904,4.875,1.701,35.467,-12.702,4.378
Germany,DEU,1997,50,-3.105,-4.469,5.393,-0.6,45.965,0.712,8.341
Germany,DEU,1998,94.444,-2.39,0.917,-5.124,0.109,51.349,0.264,43.247
Germany,DEU,1999,-14.286,-3.721,-0.293,5.2,-3.005,23.145,8.862,10.104
Germany,DEU,2000,100,3.821,-0.831,-0.234,-1.916,72.088,20.211,31.967
Germany,DEU,2001,25.844,0.286,5.455,0.346,1.307,9.753,-7.145,9.494
Germany,DEU,2002,111.783,0.222,-0.155,-4.394,-3.343,49.245,1.154,15.247
Germany,DEU,2003,91.971,1.652,1.213,-0.51,-1.955,17.782,-25.583,45.244
Germany,DEU,2004,76.822,-2.517,0.508,0.57,-1.143,35.449,12.674,17.685
Germany,DEU,2005,128.705,-4.324,1.644,-3.027,-2.042,6.067,-2.893,36.215
Germany,DEU,2006,72.078,4.011,1.912,2.002,-0.193,12.075,1.241,29.459
Germany,DEU,2007,37.648,2.54,-3.664,-16.552,-9.455,28.508,5.139,29.469
Germany,DEU,2008,42.847,-7.585,0.975,5.208,6.034,1.533,-4.029,13.436
Germany,DEU,2009,48.017,-10.465,-5.665,-9.866,-4.234,-5.335,-7.482,10.444
Germany,DEU,2010,77.078,7.417,4.313,3.529,1.329,-0.873,9.424,9.185
Germany,DEU,2011,66.08,1.631,-8.187,-23.651,-3.268,28.552,-16.172,8.05
Germany,DEU,2012,33.783,2.776,0.308,-8.441,-0.6,3.028,24.24,16.409
Germany,DEU,2013,16.843,2.919,4.764,-2.771,2.212,1.431,3.483,4.835
Germany,DEU,2014,15.576,-3.893,-13.038,-0.763,-2.694,10.258,-15.341,5.488
Germany,DEU,2015,6.766,-1.171,4.139,-6.063,-0.137,37.005,-3.691,3.666
Germany,DEU,2016,-2.204,-2.745,10.306,-8.338,2.065,-1.455,7.628,0.677
Germany,DEU,2017,2.812,-6.068,3.362,-10.349,2.171,31.464,-2.506,-0.606
Germany,DEU,2018,15.521,-3.498,-2.152,-1.001,-4.794,3.42,-11.316,-0.674
Germany,DEU,2019,3.403,-20.663,3.269,-1.593,0.94,14.151,11.921,-1.226
Germany,DEU,1966,,-6.64,20.191,126.496,11.882,,8.153,
Germany,DEU,1967,,-3.669,28.898,362.264,3.993,,-5.028,
Germany,DEU,1968,,1.435,64.351,44.163,12.102,,1.481,
Germany,DEU,1969,,2.962,42.407,179.558,12.457,,-18.85,
Germany,DEU,1970,,-1.251,42.221,31.537,9.829,,27.857,
Germany,DEU,1971,,-4.303,32.107,-4.281,4.164,,-23.261,8.805
Germany,DEU,1972,,-2.382,29.475,53.185,5.564,,-1.853,1.77
Germany,DEU,1973,,0.325,28.953,27.137,6.601,,15.323,3.372
Germany,DEU,1974,,0.43,25.1,19.437,-9.269,,15.816,2.198
Germany,DEU,1975,,-9.408,5.531,66.941,-2.871,,-3.283,4.503
Germany,DEU,1976,,5.564,5.836,22.351,8.045,,-18.83,13.601
Germany,DEU,1977,,-3.962,6.196,39.691,-1.231,,26.976,-2.434
Germany,DEU,1978,,1.3,7.198,6.346,4.299,,4.437,5.686
Germany,DEU,1979,,5.815,10.538,18.67,3.157,,0.117,9.553
Germany,DEU,1980,,2.302,-1.412,6.771,-9.519,,3.729,36.232
Germany,DEU,1981,,1.676,-4.387,17.888,-9.236,,4.434,-8.24
Germany,DEU,1982,,-2.383,-7.206,13.57,-5.466,,-0.887,-0.301
Germany,DEU,1983,,3.646,3.964,4.887,-2.075,,-5.198,-14.375
Germany,DEU,1984,,3.21,4.43,33.632,-0.33,,-1.244,6.668
Germany,DEU,1985,,-0.53,-1.158,32.904,3.058,,-5.836,0.066
Germany,DEU,1986,,-5.508,-0.291,-5.88,5.351,,6.732,-2.948
Germany,DEU,1987,,-0.411,8.419,8.611,-2.631,100,9.536,-9.384
Germany,DEU,1988,,-1.178,-1.554,10.651,0.058,300,-1.296,13.282
Germany,DEU,1989,,1.592,2.344,3.093,-6.048,225,-9.142,6.801
Germany,DEU,1990,,-6.732,0.557,-5.673,4.693,173.077,-4.981,-17.966
Greece,GRC,2005,-0.633,-1.357,0.688,,0.922,12.22,6.705,-1.441
Greece,GRC,2006,-0.629,-7.909,17.903,,5.292,33.358,16.167,-7.145
Greece,GRC,2007,-0.625,5.434,26.634,,0.924,6.335,-56.099,60.395
Greece,GRC,2008,396.894,-5.87,4.268,,-4.993,22.556,27.033,3.16
Greece,GRC,2009,893.827,1.071,-16.027,,-5.575,12.725,61.257,13.432
Greece,GRC,2010,214.061,-6.635,9.592,,-9.252,6.07,37.965,-13.379
Greece,GRC,2011,283.722,0.376,23.312,,-5.497,21.4,-46.561,8.283
Greece,GRC,2012,176.022,3.059,-8.092,,-11.653,15.435,9.108,-2.047
Greece,GRC,2013,114.051,-14.154,-11.738,,-5.954,6.859,43.261,5.245
Greece,GRC,2014,3.325,-3.893,-23.76,,-0.996,-11.406,-29.89,1.242
Greece,GRC,2015,2.236,-16.207,7.985,,3.377,24.519,35.427,4.375
Greece,GRC,2016,0.173,-22.537,30.163,,0.233,10.702,-9.639,17.913
Greece,GRC,2017,0.967,10.036,20.599,,3.428,6.965,-28.933,12.483
Greece,GRC,2018,-5.587,-4.668,-2.089,,-2.011,13.12,44.096,0.711
Greece,GRC,2019,4.075,-27.568,9.036,,4.228,15.098,-30.519,1.853
Greece,GRC,1966,,-0.19,,,9.189,,115.98,
Greece,GRC,1967,,-4.422,,,17.584,,-4.046,
Greece,GRC,1968,,12.935,,,2.355,,-17.59,
Greece,GRC,1969,,-3.216,,,6.407,,50.219,
Greece,GRC,1970,,15.066,,,8.309,,28.273,
Greece,GRC,1971,,47.389,,,10.471,,0.607,
Greece,GRC,1972,,6.817,,,15.843,,0.943,
Greece,GRC,1973,,17.613,,,16.392,,-16.959,
Greece,GRC,1974,,5.319,,,-6.155,,5.578,
Greece,GRC,1975,,30.953,,,5.951,,-14.146,
Greece,GRC,1976,,18.169,,,6.435,,-6.749,
Greece,GRC,1977,,6.357,,,1.882,,2.288,
Greece,GRC,1978,,-11.08,,,8.884,,55.463,
Greece,GRC,1979,,-45.1,,,5.771,,19.344,
Greece,GRC,1980,,0,,,-0.992,,-4.515,
Greece,GRC,1981,,-1.01,,,-2.849,,0.059,
Greece,GRC,1982,,1.53,,,0.475,,4.52,
Greece,GRC,1983,,22.633,-4.683,,-4.037,,-34.288,
Greece,GRC,1984,,6.78,10.012,,2.478,,22.308,
